timestamp_deteccion,connector_id,operator_name,estado_anterior,estado_nuevo,api_last_updated,power_type,max_electric_power,standard,location_name,operador_agrupado,tramo_potencia,commune,region
2026-09-02T13:37:51+00:00,7468,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:36:40.324775+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60001 - PEDRO FONTOVA,Copec Voltex,150,Huechuraba,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:37:51+00:00,8914,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:36:59.037482+00:00,DC,240,CCS 2,Cargador Eléctrico Copec Ovalle,Copec Voltex,150,Ovalle,Coquimbo,Copec Voltex,Copec Voltex
2026-09-02T13:37:51+00:00,8716,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:03:40.729698+00:00,DC,60,CCS 2,Enel X Way - Rojas Magallanes,Enel,(50-150],La Florida,Metropolitana,Enel,Enel
2026-09-02T13:37:51+00:00,4782,ENEL X,FUERA DE LINEA,NO DISPONIBLE,2026-09-02T13:33:40.221897+00:00,DC,150,CCS 2,Enel X Way - Bodega San Francisco,Enel,(50-150],Pudahuel,Metropolitana,Enel,Enel
2026-09-02T13:37:51+00:00,8112,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:34:31.588947+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 20019 - PAICAVI,Copec Voltex,150,Concepción,Biobío,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,1818,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-02T04:05:43.965687+00:00,DC,120,CCS 2,Enex E-Pro Shell Quilicura,Enerlink,(50-150],Quilicura,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-02T13:42:54+00:00,7363,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:40:08.219936+00:00,DC,240,CCS 2,SAVE VOLTEX LA FLORIDA,Copec Voltex,150,La Florida,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,689,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-02T13:42:09.588561+00:00,DC,60,CCS 2,IRVE Tottus Vicuña Mackena,Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-02T13:42:54+00:00,1983,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-02T13:39:48.090292+00:00,DC,60,GB/T DC,Cargador Gasco Carrascal,Enerlink,(50-150],Quinta Normal,Metropolitana,Gasco GLP SA,Enerlink
2026-09-02T13:42:54+00:00,9119,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-02T13:41:30.629659+00:00,DC,148.96,CCS 2,SAVE SHELL AV. VICUÑA MACKENNA,Enerlink,(50-150],La Florida,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-02T13:42:54+00:00,3218,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:38:13.885650+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60312 - RUTA 68,Copec Voltex,150,Pudahuel,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,7472,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:37:33.042039+00:00,DC,240,CCS 2,COPEC VOLTEX EDS 60711 - MACUL,Copec Voltex,150,Macul,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,9093,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:40:33.144376+00:00,DC,180,CCS 2,VOLTEX CARGADOR ELECTRICO EL COBRE,Copec Voltex,150,Rancagua,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,690,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-02T13:42:09.588561+00:00,DC,60,CCS 2,IRVE Tottus Vicuña Mackena,Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-02T13:42:54+00:00,9191,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:16:49.650372+00:00,DC,180,CCS 2,VOLTEX LOS TOROS,Copec Voltex,150,Puente Alto,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,9670,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-08-29T01:45:51.751718+00:00,DC,50,CHAdeMO,SAVE FILE 139 PADRE HURTADO,Enerlink,(22-50],Padre Hurtado,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-02T13:42:54+00:00,514,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:40:49.357896+00:00,DC,50,CHAdeMO,Estación de Servicio Enel X Station,Enel,(22-50],Pudahuel,Metropolitana,Enel,Enel
2026-09-02T13:42:54+00:00,1090,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-02T13:42:08.773744+00:00,DC,50,CHAdeMO,SAVE VOLTEX 20605 SAN PABLO,Copec Voltex,(22-50],San Pablo,Los Lagos,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,1659,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:38:59.963563+00:00,DC,120,CCS 2,COPEC VOLTEX EDS 60741 - COSTANERA NORTE,Copec Voltex,(50-150],Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,8609,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:38:21.441445+00:00,DC,240,CCS 2,SAVE VOLTEX BILBAO EDS 60419,Copec Voltex,150,Providencia,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,1088,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:39:17.340094+00:00,DC,50,CCS 2,SAVE VOLTEX 20089 PUERTO VARAS,Copec Voltex,(22-50],Puerto Varas,Los Lagos,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,7317,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:38:01.844650+00:00,DC,180,CCS 2,Estacion de Servicio Copec NOS,Copec Voltex,150,San Bernardo,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,8018,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:40:50.003655+00:00,DC,180,CCS 2,SAVE VOLTEX LA SERENA ,Copec Voltex,150,La Serena,Coquimbo,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,591,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:40:14.279646+00:00,DC,60,CCS 2,Enel X Way - Espacio Urbano La Dehesa,Enel,(50-150],Lo Barnechea,Metropolitana,Enel,Enel
2026-09-02T13:42:54+00:00,4748,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:41:21.424102+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60050 - VITACURA,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,1313,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-02T13:38:39.268959+00:00,DC,50,CCS 2,IRVE GENERAL VELASQUEZ 9301 SAN BERNARDO,Copec Voltex,(22-50],San Bernardo,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,6042,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:42:11.819776+00:00,DC,60,CCS 2,"Enel X, Aramco La Florida",Enel,(50-150],La Florida,Metropolitana,Enel,Enel
2026-09-02T13:42:54+00:00,536,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:38:37.782589+00:00,DC,60,CCS 2,Enel X - StripCenter Nogales,Enel,(50-150],Machalí,Libertador Bernardo OHiggins,Enel,Enel
2026-09-02T13:42:54+00:00,709,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:40:43.457596+00:00,DC,50,CHAdeMO,Enel X Way - Petrobras 14 de La Fama,Enel,(22-50],Independencia,Metropolitana,Enel,Enel
2026-09-02T13:42:54+00:00,8163,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:38:38.187692+00:00,DC,60,CCS 2,IRVE Tottus La Cisterna,Enel,(50-150],La Cisterna,Metropolitana,Enel,Enel
2026-09-02T13:42:54+00:00,4746,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:41:21.424102+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60050 - VITACURA,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,8110,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:38:29.527532+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 20019 - PAICAVI,Copec Voltex,150,Concepción,Biobío,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,9089,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:38:33.856300+00:00,DC,240,CCS 2,SAVE VOLTEX LAGUNA DE CHICUREO EDS 60288,Copec Voltex,150,Colina,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,1982,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-02T13:39:48.090292+00:00,DC,60,CCS 2,Cargador Gasco Carrascal,Enerlink,(50-150],Quinta Normal,Metropolitana,Gasco GLP SA,Enerlink
2026-09-02T13:42:54+00:00,7468,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:37:32.994813+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60001 - PEDRO FONTOVA,Copec Voltex,150,Huechuraba,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:42:54+00:00,1147,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:42:17.386376+00:00,DC,60,CCS 2,Enel X Way-Arauco Buenaventura.,Enel,(50-150],Quilicura,Metropolitana,Enel,Enel
2026-09-02T13:42:54+00:00,2438,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:40:08.643856+00:00,DC,120,CCS 2,ELECTROLINERA COPEC OSORNO RENE SORIANO 2335 ,Copec Voltex,(50-150],Osorno,Los Lagos,Copec Voltex,Copec Voltex
2026-09-02T13:47:57+00:00,4772,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:47:10.316057+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 20407 - SAN PEDRO DE LA PAZ,Copec Voltex,150,San Pedro de la Paz,Biobío,Copec Voltex,Copec Voltex
2026-09-02T13:47:57+00:00,2304,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-02T13:45:08.128524+00:00,AC,7.04,Tipo 2,Proyecto EV Curicó,Enerlink,7,Curicó,Maule,Enerlink,Enerlink
2026-09-02T13:47:57+00:00,516,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:43:39.192607+00:00,DC,50,CHAdeMO,Estación de Servicio Enel X Station,Enel,(22-50],Pudahuel,Metropolitana,Enel,Enel
2026-09-02T13:47:57+00:00,608,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:43:43.481791+00:00,DC,60,CCS 2,Enel X WAY - Espacio Urbano Antofagasta,Enel,(50-150],Antofagasta,Antofagasta,Enel,Enel
2026-09-02T13:47:57+00:00,4767,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:44:03.327620+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 40046 - CONCÓN,Copec Voltex,150,Vina del Mar,Valparaíso,Copec Voltex,Copec Voltex
2026-09-02T13:47:57+00:00,8157,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:43:40.655154+00:00,DC,60,CCS 2,IRVE Tottus Catedral,Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-02T13:47:57+00:00,8860,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-02T13:44:51.495474+00:00,DC,120,CCS 2,Cargador Gasco Cueto,Enerlink,(50-150],Santiago,Metropolitana,Gasco GLP SA,Enerlink
2026-09-02T13:47:57+00:00,639,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-02T13:47:20.396979+00:00,DC,60,CCS 2,IRVE Espacio Urbano Las Rejas,Enel,(50-150],Estación Central,Metropolitana,Enel,Enel
2026-09-02T13:47:57+00:00,1023,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:42:41.755296+00:00,DC,150,GB/T DC,Enel X Way-Parque Araucano.,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-02T13:47:57+00:00,1006,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:46:19.614820+00:00,DC,60,CCS 2,Enel X Way - Petrobras Rotonda Atenas,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-02T13:47:57+00:00,8728,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-02T13:46:25.500511+00:00,DC,70,GB/T DC,Cargador publico Enex File 169,Enerlink,(50-150],Las Condes,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-02T13:47:57+00:00,1313,COPEC VOLTEX,FUERA DE LINEA,OCUPADO,2026-09-02T13:44:35.486357+00:00,DC,50,CCS 2,IRVE GENERAL VELASQUEZ 9301 SAN BERNARDO,Copec Voltex,(22-50],San Bernardo,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:47:57+00:00,2306,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-02T13:44:59.096077+00:00,AC,7.04,Tipo 2,Proyecto EV Curicó,Enerlink,7,Curicó,Maule,Enerlink,Enerlink
2026-09-02T13:47:57+00:00,734,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-02T13:43:43.541635+00:00,AC,7.4,Tipo 2,Cargadores Electricos Mas Center Santa Maria,Enel,7,Vitacura,Metropolitana,Enel,Enel
2026-09-02T13:47:57+00:00,8159,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:45:27.698877+00:00,DC,60,CCS 2,IRVE Tottus Catedral,Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-02T13:47:57+00:00,8859,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-02T13:35:08.718993+00:00,DC,60,GB/T DC,Cargador Gasco Cueto,Enerlink,(50-150],Santiago,Metropolitana,Gasco GLP SA,Enerlink
2026-09-02T13:47:57+00:00,8861,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-02T13:44:51.495474+00:00,DC,120,GB/T DC,Cargador Gasco Cueto,Enerlink,(50-150],Santiago,Metropolitana,Gasco GLP SA,Enerlink
2026-09-02T13:47:57+00:00,7365,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:43:55.919063+00:00,DC,240,CCS 2,SAVE VOLTEX LA FLORIDA,Copec Voltex,150,La Florida,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:47:57+00:00,9044,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:46:34.162922+00:00,DC,240,CCS 2,VOLTEX CARGADOR ELECTRICO BASCUÑAN,Copec Voltex,150,Santiago,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:47:57+00:00,8610,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:46:11.977799+00:00,DC,240,CCS 2,SAVE VOLTEX BILBAO EDS 60419,Copec Voltex,150,Providencia,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:47:57+00:00,8155,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:44:10.370167+00:00,DC,60,CCS 2,IRVE Strip Center Padre Hurtado,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-02T13:47:57+00:00,8018,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:47:00.632916+00:00,DC,180,CCS 2,SAVE VOLTEX LA SERENA ,Copec Voltex,150,La Serena,Coquimbo,Copec Voltex,Copec Voltex
2026-09-02T13:47:57+00:00,1090,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-02T13:46:46.188736+00:00,DC,50,CHAdeMO,SAVE VOLTEX 20605 SAN PABLO,Copec Voltex,(22-50],San Pablo,Los Lagos,Copec Voltex,Copec Voltex
2026-09-02T13:53:00+00:00,6831,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:48:40.069370+00:00,DC,60,CCS 2,Enel X - EDS Aramco Eliodoro Yañez,Enel,(50-150],Providencia,Metropolitana,Enel,Enel
2026-09-02T13:53:00+00:00,623,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:51:11.423937+00:00,AC,22,Tipo 2,Enel X Way - UCSC,Enel,(7-22],Concepción,Biobío,Enel,Enel
2026-09-02T13:53:00+00:00,1382,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:48:04.930673+00:00,DC,75,CCS 2,Enel X Way CARGADOR ANGLO AMERICAN ENEA ETAPA 2,Enel,(50-150],Pudahuel,Metropolitana,Enel,Enel
2026-09-02T13:53:00+00:00,8155,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:52:17.114080+00:00,DC,60,CCS 2,IRVE Strip Center Padre Hurtado,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-02T13:53:00+00:00,1018,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:45:10.642234+00:00,AC,22,Tipo 2,Enel X Way-Parque Araucano.,Enel,(7-22],Las Condes,Metropolitana,Enel,Enel
2026-09-02T13:53:00+00:00,4728,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-08-29T01:26:21.367722+00:00,DC,50,CCS 2,Enex E-Pro Los Dominicos,Enerlink,(22-50],Las Condes,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-02T13:53:00+00:00,6826,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:51:59.891727+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Abadía,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-02T13:53:00+00:00,1653,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-02T12:47:25.468651+00:00,AC,22,Tipo 2,Enex E-Pro Cerrillos,Enerlink,(7-22],Cerrillos,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-02T13:53:00+00:00,548,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:48:42.901053+00:00,AC,7.4,Tipo 2,VOLTEX PUC,Copec Voltex,7,Macul,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:53:00+00:00,8918,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:48:30.043651+00:00,DC,500,CCS 2,COPEC VOLTEX EDS 40560 - LLAY LLAY,Copec Voltex,150,Llaillay,Valparaíso,Copec Voltex,Copec Voltex
2026-09-02T13:53:00+00:00,8154,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:52:17.114080+00:00,DC,60,CCS 2,IRVE Strip Center Padre Hurtado,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-02T13:53:00+00:00,639,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-02T13:49:49.601158+00:00,DC,60,CCS 2,IRVE Espacio Urbano Las Rejas,Enel,(50-150],Estación Central,Metropolitana,Enel,Enel
2026-09-02T13:53:00+00:00,1815,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-02T09:46:25.207256+00:00,DC,120,CCS 2,Enex E-Pro Shell Colina,Enerlink,(50-150],Colina,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-02T13:53:00+00:00,8610,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:47:45.024342+00:00,DC,240,CCS 2,SAVE VOLTEX BILBAO EDS 60419,Copec Voltex,150,Providencia,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:53:00+00:00,6827,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:23:35.057626+00:00,DC,60,CCS 2,Enel X - EDS Aramco Eliodoro Yañez,Enel,(50-150],Providencia,Metropolitana,Enel,Enel
2026-09-02T13:53:00+00:00,2437,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:47:56.178875+00:00,DC,180,CCS 2,COPEC CALLE 2 NORTE 2310 TALCA EDS 20431,Copec Voltex,150,Talca,Maule,Copec Voltex,Copec Voltex
2026-09-02T13:53:00+00:00,584,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:49:19.493341+00:00,DC,60,CCS 2,Enel X Way - Espacio Urbano Viña del Mar,Enel,(50-150],Vina del Mar,Valparaíso,Enel,Enel
2026-09-02T13:53:00+00:00,515,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:52:09.234586+00:00,DC,60,CCS 2,Estación de Servicio Enel X Station,Enel,(50-150],Pudahuel,Metropolitana,Enel,Enel
2026-09-02T13:53:00+00:00,507,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:50:18.035095+00:00,DC,150,GB/T DC,Estación de Servicio Enel X Station,Enel,(50-150],Pudahuel,Metropolitana,Enel,Enel
2026-09-02T13:53:00+00:00,4746,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:48:25.229999+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60050 - VITACURA,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:53:00+00:00,7273,ENEL X,OCUPADO,FUERA DE LINEA,2026-09-02T13:51:21.474495+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Pajaritos ,Enel,(50-150],Maipú,Metropolitana,Enel,Enel
2026-09-02T13:58:03+00:00,8861,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-02T13:54:45.437294+00:00,DC,120,GB/T DC,Cargador Gasco Cueto,Enerlink,(50-150],Santiago,Metropolitana,Gasco GLP SA,Enerlink
2026-09-02T13:58:03+00:00,7473,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:56:06.085194+00:00,DC,240,CCS 2,COPEC VOLTEX EDS 60711 - MACUL,Copec Voltex,150,Macul,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:58:03+00:00,7471,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:56:50.595539+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60001 - PEDRO FONTOVA,Copec Voltex,150,Huechuraba,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:58:03+00:00,3217,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:54:33.456371+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60312 - RUTA 68,Copec Voltex,150,Pudahuel,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:58:03+00:00,7273,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-02T13:54:37.619320+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Pajaritos ,Enel,(50-150],Maipú,Metropolitana,Enel,Enel
2026-09-02T13:58:03+00:00,1026,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T09:48:16.847393+00:00,DC,70,CHAdeMO,Enel X Way-Parque Araucano.,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-02T13:58:03+00:00,1398,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-01T16:18:09.274089+00:00,DC,50,CCS 2,Enex E-Pro Shell La Cantera,Enerlink,(22-50],Coquimbo,Coquimbo,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-02T13:58:03+00:00,4758,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-02T13:52:34.490983+00:00,AC,22,Tipo 2,Enel X - Mall Barrio Independencia,Enel,(7-22],Independencia,Metropolitana,Enel,Enel
2026-09-02T13:58:03+00:00,559,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T12:33:50.224154+00:00,DC,60,CCS 2,Enel X  Way Privado- ESPACIO URBANO PTE ALTO,Enel,(50-150],Puente Alto,Metropolitana,Enel,Enel
2026-09-02T13:58:03+00:00,1657,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:56:21.714295+00:00,DC,120,CCS 2,COPEC VOLTEX EDS 60741 - COSTANERA NORTE,Copec Voltex,(50-150],Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:58:03+00:00,9118,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-02T13:56:56.137571+00:00,AC,22,Tipo 2,SAVE SHELL AV. VICUÑA MACKENNA,Enerlink,(7-22],La Florida,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-02T13:58:03+00:00,273,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-02T13:56:12.950561+00:00,DC,50,CHAdeMO,COPEC Parcela 20 Las Vegas de La Serena,Copec Voltex,(22-50],La Serena,Coquimbo,Copec Voltex,Copec Voltex
2026-09-02T13:58:03+00:00,4768,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:55:51.818373+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 40046 - CONCÓN,Copec Voltex,150,Vina del Mar,Valparaíso,Copec Voltex,Copec Voltex
2026-09-02T13:58:03+00:00,9131,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-08-28T15:10:22.128521+00:00,DC,148.96,CCS 2,Electrolinera ENEX Portugal 175 Santiago File 647,Enerlink,(50-150],Santiago,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-02T13:58:03+00:00,619,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:53:43.154017+00:00,DC,50,CHAdeMO,Enel X  - Petrobras Luis Pasteur,Enel,(22-50],Vitacura,Metropolitana,Sin dueño informado,Enel
2026-09-02T13:58:03+00:00,9057,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:55:01.368487+00:00,DC,180,CCS 2,Voltex EDS60987 - Tobalaba,Copec Voltex,150,Penalolén,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:58:03+00:00,6827,ENEL X,OCUPADO,DISPONIBLE,2026-09-02T13:23:35.057626+00:00,DC,60,CCS 2,Enel X - EDS Aramco Eliodoro Yañez,Enel,(50-150],Providencia,Metropolitana,Enel,Enel
2026-09-02T13:58:03+00:00,4807,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:57:13.050286+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 20407 - SAN PEDRO DE LA PAZ,Copec Voltex,150,San Pedro de la Paz,Biobío,Copec Voltex,Copec Voltex
2026-09-02T13:58:03+00:00,7775,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-02T13:55:33.194477+00:00,DC,240,CCS 2,SAVE VOLTEX SAN PABLO EDS 60077,Copec Voltex,150,Quinta Normal,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:58:03+00:00,8857,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-02T13:52:28.129824+00:00,DC,180,CCS 2,VOLTEX LOS TRAPENSES,Copec Voltex,150,Lo Barnechea,Metropolitana,Copec Voltex,Copec Voltex
2026-09-02T13:58:03+00:00,618,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:53:43.154017+00:00,DC,60,CCS 2,Enel X  - Petrobras Luis Pasteur,Enel,(50-150],Vitacura,Metropolitana,Sin dueño informado,Enel
2026-09-02T13:58:03+00:00,8842,ENEL X,DISPONIBLE,OCUPADO,2026-09-02T13:53:43.176452+00:00,DC,50,CHAdeMO,Enel X - EDS Aramco Domingo Santa Maria,Enel,(22-50],Renca,Metropolitana,Enel,Enel
