timestamp,ok,http_status,n_locations,n_conectores,n_eventos_nuevos,archivo_crudo,error_tipo,error_mensaje
2026-09-03T03:11:47+00:00,1,200,655,2273,21,snapshots/2026-09-03/0311.json.gz,,
2026-09-03T03:16:47+00:00,1,200,655,2273,17,snapshots/2026-09-03/0316.json.gz,,
2026-09-03T03:21:45+00:00,1,200,655,2273,13,snapshots/2026-09-03/0321.json.gz,,
2026-09-03T03:26:45+00:00,1,200,655,2273,17,snapshots/2026-09-03/0326.json.gz,,
2026-09-03T03:31:42+00:00,1,200,655,2273,9,snapshots/2026-09-03/0331.json.gz,,
2026-09-03T03:36:44+00:00,1,200,655,2273,24,snapshots/2026-09-03/0336.json.gz,,
2026-09-03T03:41:42+00:00,1,200,655,2273,23,snapshots/2026-09-03/0341.json.gz,,
2026-09-03T03:46:49+00:00,1,200,655,2273,22,snapshots/2026-09-03/0346.json.gz,,
2026-09-03T03:51:43+00:00,1,200,655,2273,13,snapshots/2026-09-03/0351.json.gz,,
2026-09-03T03:56:42+00:00,1,200,655,2273,13,snapshots/2026-09-03/0356.json.gz,,
2026-09-03T04:01:47+00:00,1,200,655,2273,18,snapshots/2026-09-03/0401.json.gz,,
2026-09-03T04:06:45+00:00,1,200,655,2273,9,snapshots/2026-09-03/0406.json.gz,,
2026-09-03T04:11:46+00:00,1,200,655,2273,9,snapshots/2026-09-03/0411.json.gz,,
2026-09-03T04:14:22+00:00,1,200,655,2273,7,snapshots/2026-09-03/0414.json.gz,,
2026-09-03T04:16:48+00:00,1,200,655,2273,7,snapshots/2026-09-03/0416.json.gz,,
2026-09-03T04:21:46+00:00,1,200,655,2273,11,snapshots/2026-09-03/0421.json.gz,,
2026-09-03T04:26:44+00:00,1,200,655,2273,11,snapshots/2026-09-03/0426.json.gz,,
2026-09-03T04:31:45+00:00,1,200,655,2273,6,snapshots/2026-09-03/0431.json.gz,,
2026-09-03T04:36:46+00:00,1,200,655,2273,11,snapshots/2026-09-03/0436.json.gz,,
2026-09-03T04:41:44+00:00,1,200,655,2273,10,snapshots/2026-09-03/0441.json.gz,,
2026-09-03T04:46:46+00:00,1,200,655,2273,12,snapshots/2026-09-03/0446.json.gz,,
2026-09-03T04:51:50+00:00,1,200,655,2273,10,snapshots/2026-09-03/0451.json.gz,,
2026-09-03T04:56:47+00:00,1,200,655,2273,9,snapshots/2026-09-03/0456.json.gz,,
2026-09-03T05:01:45+00:00,1,200,655,2273,14,snapshots/2026-09-03/0501.json.gz,,
2026-09-03T05:06:46+00:00,1,200,655,2273,8,snapshots/2026-09-03/0506.json.gz,,
2026-09-03T05:11:50+00:00,1,200,655,2273,23,snapshots/2026-09-03/0511.json.gz,,
2026-09-03T05:16:44+00:00,1,200,655,2273,14,snapshots/2026-09-03/0516.json.gz,,
2026-09-03T05:21:45+00:00,1,200,655,2273,13,snapshots/2026-09-03/0521.json.gz,,
2026-09-03T05:26:45+00:00,1,200,655,2273,9,snapshots/2026-09-03/0526.json.gz,,
2026-09-03T05:31:45+00:00,1,200,655,2273,17,snapshots/2026-09-03/0531.json.gz,,
2026-09-03T05:36:49+00:00,0,403,,,,,RuntimeError,HTTP 403
2026-09-03T05:41:48+00:00,1,200,655,2273,21,snapshots/2026-09-03/0541.json.gz,,
2026-09-03T05:46:49+00:00,1,200,655,2273,20,snapshots/2026-09-03/0546.json.gz,,
2026-09-03T05:51:46+00:00,1,200,655,2273,16,snapshots/2026-09-03/0551.json.gz,,
2026-09-03T05:56:47+00:00,1,200,655,2273,17,snapshots/2026-09-03/0556.json.gz,,
2026-09-03T06:01:45+00:00,1,200,655,2273,12,snapshots/2026-09-03/0601.json.gz,,
2026-09-03T06:06:48+00:00,1,200,655,2273,15,snapshots/2026-09-03/0606.json.gz,,
2026-09-03T06:11:46+00:00,1,200,655,2273,11,snapshots/2026-09-03/0611.json.gz,,
2026-09-03T06:16:47+00:00,1,200,655,2273,6,snapshots/2026-09-03/0616.json.gz,,
2026-09-03T06:21:47+00:00,1,200,655,2273,14,snapshots/2026-09-03/0621.json.gz,,
2026-09-03T06:26:49+00:00,1,200,655,2273,9,snapshots/2026-09-03/0626.json.gz,,
2026-09-03T06:31:56+00:00,1,200,655,2273,4,snapshots/2026-09-03/0631.json.gz,,
2026-09-03T06:36:47+00:00,1,200,655,2273,8,snapshots/2026-09-03/0636.json.gz,,
2026-09-03T06:41:48+00:00,1,200,655,2273,11,snapshots/2026-09-03/0641.json.gz,,
2026-09-03T06:46:48+00:00,1,200,655,2273,8,snapshots/2026-09-03/0646.json.gz,,
2026-09-03T06:51:47+00:00,1,200,655,2273,12,snapshots/2026-09-03/0651.json.gz,,
2026-09-03T06:56:47+00:00,1,200,655,2273,7,snapshots/2026-09-03/0656.json.gz,,
2026-09-03T07:01:50+00:00,1,200,655,2273,13,snapshots/2026-09-03/0701.json.gz,,
2026-09-03T07:06:54+00:00,1,200,655,2273,15,snapshots/2026-09-03/0706.json.gz,,
2026-09-03T07:11:51+00:00,1,200,655,2273,12,snapshots/2026-09-03/0711.json.gz,,
